"region";"hushållstyp";"ålder";"Medelvärde,  tkr 2015";"Medianvärde, tkr 2015"
"2581 Piteå";"samtliga hushåll";"65-79 år";344.0;284.2
"2581 Piteå";"samtliga hushåll";"80+ år";206.0;160.5
"2582 Boden";"samtliga hushåll";"18+ år";384.0;325.0
"2582 Boden";"samtliga hushåll";"18-29 år";308.2;258.3
"2582 Boden";"samtliga hushåll";"30-49 år";464.0;459.2
"2582 Boden";"samtliga hushåll";"50-64 år";466.3;435.8
"2582 Boden";"samtliga hushåll";"65+ år";279.7;227.9
"2582 Boden";"samtliga hushåll";"65-79 år";312.6;269.9
"2582 Boden";"samtliga hushåll";"80+ år";203.4;159.4
"2583 Haparanda";"samtliga hushåll";"18+ år";323.9;263.7
"2583 Haparanda";"samtliga hushåll";"18-29 år";290.4;236.4
"2583 Haparanda";"samtliga hushåll";"30-49 år";399.8;367.8
"2583 Haparanda";"samtliga hushåll";"50-64 år";377.3;326.1
"2583 Haparanda";"samtliga hushåll";"65+ år";239.2;172.5
"2583 Haparanda";"samtliga hushåll";"65-79 år";262.7;195.6
"2583 Haparanda";"samtliga hushåll";"80+ år";170.0;145.7
"2584 Kiruna";"samtliga hushåll";"18+ år";433.9;364.0
"2584 Kiruna";"samtliga hushåll";"18-29 år";404.0;348.6
"2584 Kiruna";"samtliga hushåll";"30-49 år";515.8;499.5
"2584 Kiruna";"samtliga hushåll";"50-64 år";518.2;480.9
"2584 Kiruna";"samtliga hushåll";"65+ år";281.0;222.3
"2584 Kiruna";"samtliga hushåll";"65-79 år";312.9;264.2
"2584 Kiruna";"samtliga hushåll";"80+ år";210.0;165.5
